Title,Video ID,Video URL,Channel Title,Misleading Video,False Promises ,Exaggerated Video,Spam Content ,Exploits Curiosity Gap :,Label
Deepika Padukone Pregnant - Little Baby Bump Visible At Met Gala 2019,w4xt7YToCwA,https://www.youtube.com/watch?v=w4xt7YToCwA,Bollywood Infocus,Yes,Yes,Yes,Yes,No,Clickbait
Deepika Padukone shares baby photo with fans; Here's why | FilmiBeat,j6MWvmN_m1E,https://www.youtube.com/watch?v=j6MWvmN_m1E,FilmiBeat,No,No,Yes,Yes,Yes,Clickbait
Deepika Padukone Confirms PREGNANCY With Ranveer Singh As They Leave For Vacation,6pOg9lz51pQ,https://www.youtube.com/watch?v=6pOg9lz51pQ,CDS Bollywood Tweets,Yes,Yes,No,Yes,No,Clickbait
Shocking Sad News For Alia Bhatt and Ranbir Kapoor Marriage,DqNtfTEaj-Q,https://www.youtube.com/watch?v=DqNtfTEaj-Q,Smoky Evening,Yes,No,Yes,Yes,No,Clickbait
Shahrukh Khan  Is All Set To Work In War Film OPERATION KHUKRI ? Here's The Truth!,GJ3acXqHSUs,https://www.youtube.com/watch?v=GJ3acXqHSUs,Crazy 4 Bollywood,Yes,Yes,No,Yes,Yes,Clickbait
11 Leaked MMS & Photos Of Bollywood Actresses That Are Too Disturbing!,VwRXiwSkKoE,https://www.youtube.com/watch?v=VwRXiwSkKoE,Bollywood Talker,No,Yes,Yes,Yes,No,Clickbait
OMG! Are These The REAL PICTURES Of Bollywood Stars? - Must Watch To Judge For Yourself,IrUCRJUjuoQ,https://www.youtube.com/watch?v=IrUCRJUjuoQ,Bollywood Talker,Yes,No,Yes,Yes,Yes,Clickbait
Top 8 Bollywood Actresses Who Slept With Producers For A Role In Films - 2017,a1WTwj-NVmc,https://www.youtube.com/watch?v=a1WTwj-NVmc,Bollywood Talker,Yes,No,No,Yes,No,Clickbait
Mr India 2- official trailer ! Anil Kapoor ! 2020 Movie,alYB9NoFFwI,https://www.youtube.com/watch?v=alYB9NoFFwI,KAJAL CineTV,Yes,Yes,Yes,Yes,No,Clickbait
Mr India 2-Official Trailer ! Ranveer Singh ! Shahrukh Khan ! Jahnvi Kapoor ! 2020 Movie,96c4axaMjfU,https://www.youtube.com/watch?v=96c4axaMjfU,Prime TV हिन्दी,Yes,Yes,Yes,Yes,No,Clickbait
Sanju 2 Official Trailer | Ranbir Kapoor | Alia Bhatt | Rajkumar Hirani,zSPjVIsX12E,https://www.youtube.com/watch?v=zSPjVIsX12E,PR Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
Jolly LLB 3 Trailer 51 Interesting facts | Akshay Kumar | Shahrukh Khan | Huma Qureshi |Arshad Warsi,RGVIfM6hsNc,https://www.youtube.com/watch?v=RGVIfM6hsNc,Bollygrad Studioz,No,Yes,Yes,Yes,Yes,Clickbait
Jolly LLB 3 movie official trailer Ajay Devgan I Kareena Kapoor Iakshy Kumar I Ashish Vidyarthi,n6FKeusF9Yo,https://www.youtube.com/watch?v=n6FKeusF9Yo,bollywood ka zamana,No,Yes,No,Yes,No,Clickbait
Baaghi 3 Trailer | Tiger Shroff | Shraddha Kapoor |Riteish Deshmukh | Ahmed Khan | Film Details 2020,y3OT0bM6O6U,https://www.youtube.com/watch?v=y3OT0bM6O6U,Freakin' Music Entertainment,No,Yes,Yes,Yes,Yes,Clickbait
Baaghi 3 Trailer | Tiger Shroff | Shraddha kapoor | Nora Fatehi | Riteish D | Baaghi 3 Details 2020,kOBYR0-VMlA,https://www.youtube.com/watch?v=kOBYR0-VMlA,Freakin' Music Entertainment,No,Yes,No,Yes,No,Clickbait
"Dostana 2 movie official trailer 2020 ,janhvi Kapoor ,Kartik Aaryan, laksh lalwani ,movie",a89cORa6qns,https://www.youtube.com/watch?v=a89cORa6qns,Bollyjasoos,No,Yes,Yes,Yes,Yes,Clickbait
Dostana 2 Trailer | Kartik Aryan | Jahnvi kapoor | Lakshya Lalwani | Karan Johar,d-O2U4HpFWU,https://www.youtube.com/watch?v=d-O2U4HpFWU,PR Bollywood,No,Yes,No,Yes,No,Clickbait
Dostana 2 : Official Trailer | Kartik Aryan | Jahnvi kapoor | Lakshya Lalwani | Dostana 2 Movie,lDLsRcaUo88,https://www.youtube.com/watch?v=lDLsRcaUo88,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
DON 3 : THE KING Trailer | Shahrukh Khan | Priyanka Chopra | Farhan Akhtar,9CVkcdNHo9c,https://www.youtube.com/watch?v=9CVkcdNHo9c,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
DON 3 : THE KING IS BACK || Official Trailer || Shahrukh Khan || Fan Made By Tracer Trailer,GsAtc8SaDy8,https://www.youtube.com/watch?v=GsAtc8SaDy8,Tracer Trailer,Yes,Yes,No,Yes,No,Clickbait
Bollywood Couples to Get Married in 2021,eMf2Si_VZ_I,https://www.youtube.com/watch?v=eMf2Si_VZ_I,Smoky Evening,Yes,No,No,Yes,No,Clickbait
Very Bad News For Jackie Shroff Fans | Jackie Shroff Death News | Bollywood Latest News,gra1HeDMvec,https://www.youtube.com/watch?v=gra1HeDMvec,Androoni TV,Yes,No,Yes,Yes,No,Clickbait
Robot 3.0 Official Trailer |Rajinikanth |Tiger Shroff |Katrina Kaif | Arnold Schwarzenegger |Concept,dxLJOdr6Xdo,https://www.youtube.com/watch?v=dxLJOdr6Xdo,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
CAUGHT! Sara Ali Khan Valentine Day Celebrating With SECRET Boyfriend,o1uhr-xHK6U,https://www.youtube.com/watch?v=o1uhr-xHK6U,CDS Bollywood Tweets,Yes,Yes,Yes,Yes,Yes,Clickbait
Salman Khan Movie Heroine Warina Hussain SH0CKING Dressing In Public!!,2tKMOOxFnc8,https://www.youtube.com/watch?v=2tKMOOxFnc8,CDS Bollywood Tweets,Yes,Yes,Yes,Yes,No,Clickbait
Ranbir Kapoor Alia Bhatt WEDDING CARD | 22 January 2020 Wedding Date,AkUzE4bQxt8,https://www.youtube.com/watch?v=AkUzE4bQxt8,Bollywood Now,Yes,Yes,Yes,Yes,No,Clickbait
Shokcing Update on Ranbir Kapoor  & Alia Bhatt's Marriage,c64ZzqoOq58,https://www.youtube.com/watch?v=c64ZzqoOq58,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
Ranbir Kapoor and Alia Bhatt secretly Getting Married in Real Life with Family | Alia Bhatt Wedding,eibyyiJJGcM,https://www.youtube.com/watch?v=eibyyiJJGcM,Universal In Sights,Yes,Yes,No,Yes,No,Clickbait
Bunty Aur Babli 2 Official Trailer | Saif Ali Khan |Rani Mukerji |Siddhant C | Concept Trailer,tVqLmnjEDKY,https://www.youtube.com/watch?v=tVqLmnjEDKY,Bollygrad Studioz,No,Yes,No,Yes,No,Clickbait
Mr. India 2 Trailer | Shahrukh Khan | Jhanvi Kapoor | Ranveer Singh | Mr. India 2 Movie,BwkfXM5s7b0,https://www.youtube.com/watch?v=BwkfXM5s7b0,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Sanju 2 Movie Trailer | Ranbir Kapoor | Rajkumar Hirani | Full Story,t6PwoqHjT28,https://www.youtube.com/watch?v=t6PwoqHjT28,PR Bollywood,No,Yes,No,Yes,No,Clickbait
Sanju 2 | Official Trailer | Ranbir Kapoor | Rajkumar Hirani | Releasing on 29th June,hedMOideZY8,https://www.youtube.com/watch?v=hedMOideZY8,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
Andaaz Apna Apna 2 | 101 Interesting Facts | Aamir Khan| Salman Khan | Rajkumar Santoshi | Trailer |,mRMzZVjyYY8,https://www.youtube.com/watch?v=mRMzZVjyYY8,Bollygrad Studioz,Yes,Yes,Yes,Yes,Yes,Clickbait
Krrish 5 Official Trailer | Hrithik Roshan | Deepika Padukone | Rakesh Roshan | Concept Trailer,J2KKG74VEY4,https://www.youtube.com/watch?v=J2KKG74VEY4,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
"Golmaal 5 official trailer 2020, Ajay Devgan, Kajol, janhvi Kapoor, Tushar Kapoor ,Rohit Shetty,",8p412TXn7dU,https://www.youtube.com/watch?v=8p412TXn7dU,Bollyjasoos,Yes,Yes,No,Yes,No,Clickbait
Golmaal 5 Official Trailer | 31 interesting fect | Ajay D.| Alia B. | Arshad | Tusshar | Kunal tabbu,PXdxFD-tDoc,https://www.youtube.com/watch?v=PXdxFD-tDoc,Bollygrad Studioz,Yes,Yes,No,Yes,Yes,Clickbait
"Golmaal 5 official trailer 2020, Ajay Devgan, Kajol, janhvi Kapoor, Tushar Kapoor ,Rohit Shetty,",h4mY9ANCEQg,https://www.youtube.com/watch?v=h4mY9ANCEQg,bollywood ka zamana,Yes,Yes,No,Yes,No,Clickbait
Tiger 3 : The Final Mission Trailer | Salman Khan | Katrina Kaif | Ali Abbas,7kq4qkeVybo,https://www.youtube.com/watch?v=7kq4qkeVybo,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Tiger 3 : The Final Mission Trailer | Salman Khan | Katrina Kaif | Ali Abbas,PHGI50tMyzc,https://www.youtube.com/watch?v=PHGI50tMyzc,Begam Jaan,Yes,Yes,No,Yes,No,Clickbait
Tiger 3 : The Final Mission Trailer | Salman Khan | Katrina Kaif | Ali Abbas,d9r6-yK8QbQ,https://www.youtube.com/watch?v=d9r6-yK8QbQ,Begam Jaan,Yes,Yes,No,Yes,No,Clickbait
Sad News for Karishma Kapoor fans  | karishma kapoor Latest news | Bollywood News in hindi |,uiT6JEa0BdM,https://www.youtube.com/watch?v=uiT6JEa0BdM,Bilal Speaks,Yes,No,Yes,Yes,Yes,Clickbait
Sad News for Karishma Kapoor fans | karishma kapoor Latest news | Bollywood News in Hindi,DYryCh1jltg,https://www.youtube.com/watch?v=DYryCh1jltg,Khabar Guru,No,No,Yes,Yes,Yes,Clickbait
New List Of 6 Bollywood Actresses Who are Hiding Their Pregnancy in This Lockdown,U34bXp-mma0,https://www.youtube.com/watch?v=U34bXp-mma0,Celebrity News,Yes,Yes,No,Yes,Yes,Clickbait
Deepika Padukone Big latest news | Bollywood news today in Hindi | Deepika Padukone Sad News Today |,BcIRJWEL_UQ,https://www.youtube.com/watch?v=BcIRJWEL_UQ,Bilal Speaks,Yes,Yes,Yes,Yes,Yes,Clickbait
sanjay Dutt death | sanjay Dutt news | sanjay Dutt New movie | Bollywood latest news | Bollywoodnews,nNbaKjdlcLk,https://www.youtube.com/watch?v=nNbaKjdlcLk,Khabar Guru,Yes,Yes,No,Yes,Yes,Clickbait
"New List Of 6 Bollywood Actors Who Went To Jail For Serious Crimes - Rhea Chakraborty, Salman Khan",6mhJ61DfqN0,https://www.youtube.com/watch?v=6mhJ61DfqN0,Celebrity News,No,No,No,Yes,No,Clickbait
Pregnant Deepika Padukone Flaunt Her BABY BUMPS At Mami Film Festival,-zqPgIz-h8s,https://www.youtube.com/watch?v=-zqPgIz-h8s,bollywoodfunmasti,Yes,Yes,No,Yes,No,Clickbait
"Deepika Padukone Pregnant, Ranveer Singh's Reaction Is Good News On The Way?",6UfIZEdcrwY,https://www.youtube.com/watch?v=6UfIZEdcrwY,Bollywood Now,Yes,Yes,No,Yes,No,Clickbait
Did Deepika Padukone Confirms Her Pregnancy? Gives A Big Hint!,GI5Y_yiO0rM,https://www.youtube.com/watch?v=GI5Y_yiO0rM,Crazy 4 Bollywood,Yes,Yes,No,Yes,Yes,Clickbait
Sonam Kapoor Hiding Her Baby Bump In Loose Clothes  At Most Wanted Screening,eynQ0t4GcQE,https://www.youtube.com/watch?v=eynQ0t4GcQE,Bollywood Infocus,Yes,Yes,Yes,Yes,No,Clickbait
Sonam Kapoor Pregnant - Mother In Law Concerned For Her Well Being In Self Isolation,FvYr2JMprqY,https://www.youtube.com/watch?v=FvYr2JMprqY,Bol Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
Sonam Kapoor Shows Off PREGNANT Baby Bump With Anand Ahuja,fLdaXJ0jNCE,https://www.youtube.com/watch?v=fLdaXJ0jNCE,Bollywood Mirchii,Yes,Yes,No,Yes,No,Clickbait
PREGNANT Sonam Kapoor Tries To HIDE Her Baby Bump With Anand Ahuja At Airport,CThEFpFZVV4,https://www.youtube.com/watch?v=CThEFpFZVV4,CDS Bollywood Tweets,Yes,Yes,Yes,Yes,No,Clickbait
Sonam Kapoor is Pregnant Finally,UytOYcAd_Kk,https://www.youtube.com/watch?v=UytOYcAd_Kk,Smoky Evening,Yes,Yes,Yes,Yes,No,Clickbait
Ranbir Kapoor - Alia Bhatt MARRIAGE CONFIRMED | SAVE The Date,XCzA5ldzaD8,https://www.youtube.com/watch?v=XCzA5ldzaD8,Bollywood Now,Yes,Yes,No,Yes,No,Clickbait
Sanjay dutt health latest news | Sanjay dutt cancer news today | Bollywood news in Hindi |,Vi_nOOoSETw,https://www.youtube.com/watch?v=Vi_nOOoSETw,Bilal Speaks,No,No,No,Yes,No,Clickbait
"The real truth of Juhi Chawla and Salman Khan's affair, Bollywood news",atEDIQ5Bzho,https://www.youtube.com/watch?v=atEDIQ5Bzho,Bollywood latest news,Yes,No,Yes,Yes,Yes,Clickbait
Priyanka chopra pregnant news | Priyanka Latest News update | Bollywood News in Hindi |,IqKnsuVS6yE,https://www.youtube.com/watch?v=IqKnsuVS6yE,Bilal Speaks,Yes,Yes,No,Yes,No,Clickbait
Amitabh bachchan health latest news | bachchan family | bollywood  news update in hindi |,J-MnoFpaN9o,https://www.youtube.com/watch?v=J-MnoFpaN9o,Bilal Speaks,Yes,Yes,Yes,Yes,No,Clickbait
Andaaz Apna Apna 2 | 101  Interesting Facts | Aamir Khan|  Salman Khan | Rajkumar Santoshi,LUwAVuS0cio,https://www.youtube.com/watch?v=LUwAVuS0cio,Bollygrad Studioz,Yes,Yes,No,Yes,Yes,Clickbait
Go Goa Gone 2 Trailer | Saif Ali Khan | Kunal Khemu | Vir Das | Anand Tiwari,pbPbuiAxb5k,https://www.youtube.com/watch?v=pbPbuiAxb5k,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Sonakshi Sinha Got Arrested - Viral Video | क्या है सोनाक्षी के ARREST होने के पीछे की असली वजह,vC1ktYvPccU,https://www.youtube.com/watch?v=vC1ktYvPccU,Bollywood Tashan,No,No,Yes,Yes,Yes,Clickbait
"SHOCKING | Ranbir Kapoor Alia Bhatt BREAK - UP, Fans Have This EPIC Reaction",Ih2dT51uVvs,https://www.youtube.com/watch?v=Ih2dT51uVvs,Bollywood Now,Yes,Yes,Yes,Yes,Yes,Clickbait
Alia Bhatt And Ranbir Kapoor  Getting Engage Today In Ranthambore? Inside Details!,g34yFvtplM8,https://www.youtube.com/watch?v=g34yFvtplM8,Crazy 4 Bollywood,Yes,Yes,No,Yes,Yes,Clickbait
Bahubali 3 Full Movie facts | Anushka Shetty | Prabhas | Tamannaah | S. S. Rajamouli | Baahubali 3,DxswG82q7P8,https://www.youtube.com/watch?v=DxswG82q7P8,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
Bahubali 3 Trailer | Prabhas | Anushka Shetty | Pradeep Rawat | SS Rajamouli Releasing Date 2021,-8SFEklhc7Y,https://www.youtube.com/watch?v=-8SFEklhc7Y,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Ram Lakhan 2 Trailer | Tiger Shroff | Ranveer Singh | Deepika Padukone | Cast |  Facts,u4vQcB5qHmo,https://www.youtube.com/watch?v=u4vQcB5qHmo,PR Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
"Bhool bhulaiyaa 2 official trailer 2020 ,Kartik Aaryan, kiara-advani, tabbu ,releasing date",BWdG0QNzjtM,https://www.youtube.com/watch?v=BWdG0QNzjtM,Bollyjasoos,Yes,Yes,No,Yes,No,Clickbait
"Bhool Bhulaiyaa 2 Trailer | Not so Official trailer | Kartik Aryan, Akshay Kumar | Spill Reviews",kZTEe8A2DlQ,https://www.youtube.com/watch?v=kZTEe8A2DlQ,Spill Reviews,Yes,Yes,No,Yes,No,Clickbait
"Bhool bhulaiyaa 2 official trailer 2020 ,Kartik Aaryan, kiara-advani, tabbu ,releasing date",LWpyD1qRs8I,https://www.youtube.com/watch?v=LWpyD1qRs8I,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Bunty Aur Babli 2 Trailer | Saif Ali Khan | Rani Mukerji | Siddhant Chaturvedi | Aditya Chopra,prALX3c4CiY,https://www.youtube.com/watch?v=prALX3c4CiY,PR Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
"Veere Di wedding 2 Trailer | Kareena Kapoor Khan, Sonam Kapoor | Swara Bhaskar, Shikha",Q-dynUJsLd4,https://www.youtube.com/watch?v=Q-dynUJsLd4,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Robot 3.0 Trailer | Rajinikanth | Tiger Shroff | Katrina Kaif | Arnold Schwarzenegger,W9eAjneIs9s,https://www.youtube.com/watch?v=W9eAjneIs9s,PR Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
Robot 3.0 Official Trailer |Rajinikanth |Tiger Shroff |Katrina Kaif | Arnold Schwarzenegger |Concept,2Uo7tZBR7no,https://www.youtube.com/watch?v=2Uo7tZBR7no,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
Ranbir Kapoor latest news | Ranbir Kapoor news today | Bollywood news in Hindi |,MJYhrOO9xZY,https://www.youtube.com/watch?v=MJYhrOO9xZY,Bilal Speaks,Yes,Yes,Yes,Yes,No,Clickbait
"""Ram Lakhan 2 Trailer"" Official | Bollywood Cults |Hrithik Roshan|Tiger Shroff|Deepika |Rohit Shetty",cZKiLPZpZgc,https://www.youtube.com/watch?v=cZKiLPZpZgc,Bollygrad Studioz,Yes,Yes,Yes,Yes,No,Clickbait
Ram Lakhan 2 Official Trailer ! Ranveer Singh ! Arjun Kapoor ! 2020 Movie,iDobc1umpUc,https://www.youtube.com/watch?v=iDobc1umpUc,NRD TV,Yes,Yes,No,Yes,No,Clickbait
Ram Lakhan 2-Official Trailer ! Ranveer Singh ! Arjun Kapoor ! 2020 Movie,yHMM4LUI4Dk,https://www.youtube.com/watch?v=yHMM4LUI4Dk,Prime TV हिन्दी,Yes,Yes,Yes,Yes,No,Clickbait
Jai Ho 2 Trailer | Salman Khan | Disha Patani | Tabu | Prakash Raj,VrHnyq8y02c,https://www.youtube.com/watch?v=VrHnyq8y02c,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Jai Ho 2 Official Trailer | Salman Khan | Disha Patani | Tabu | Prakash Raj | SKF,8zuwvaXAux4,https://www.youtube.com/watch?v=8zuwvaXAux4,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Krrish 4 | Official Trailer 2019 | Hrithik Roshan | Nawazuddin Siddiqui | Priyanka Chopra,CCknbr83S-Y,https://www.youtube.com/watch?v=CCknbr83S-Y,Jacky Potter,Yes,Yes,Yes,Yes,No,Clickbait
"Krrish 4 | Official Trailer| Hrithik Roshan, Rakesh Roshan, Nawazuddin | Interesting Facts",rCSwQcyEiIc,https://www.youtube.com/watch?v=rCSwQcyEiIc,SM Records,Yes,Yes,Yes,Yes,No,Clickbait
"Krrish 4 | Official Trailer| Hrithik Roshan, Rakesh Roshan, Nawazuddin  |Concept Trailer",AB220rGjvjw,https://www.youtube.com/watch?v=AB220rGjvjw,Bollygrad i Trailers,Yes,Yes,Yes,Yes,No,Clickbait
"""Krrish 4 Trailer""Official | 61 Mysterious Facts| Hrithik Roshan | Deepika Padukone | Rakesh Roshan",izqXiV7y9VY,https://www.youtube.com/watch?v=izqXiV7y9VY,Bollygrad Studioz,Yes,Yes,Yes,Yes,Yes,Clickbait
Bhool Bhulaiyaa 2 Trailer | Kartik Aryan | Disha Patani | Akshay Kumar,_GYuPrFpt68,https://www.youtube.com/watch?v=_GYuPrFpt68,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Sara ali khan big latest news | Saif ali khan News | Bollywood news in Hindi |,9vziNKmRBoE,https://www.youtube.com/watch?v=9vziNKmRBoE,Bilal Speaks,Yes,Yes,Yes,Yes,No,Clickbait
sunjay dutt death news | Bollywood news latest today | bollywood news today | Bollywood news 2020,dwTc91dCoag,https://www.youtube.com/watch?v=dwTc91dCoag,KQ ENTERTAINMENT TV,Yes,Yes,Yes,Yes,No,Clickbait
Why Kareena Kapoor Was NOT Allowed To Attend Uncle Rajiv Kapoor's Funeral by Head Of The Family,gTnKzMt0Kno,https://www.youtube.com/watch?v=gTnKzMt0Kno,Home Bollywud,Yes,Yes,No,Yes,Yes,Clickbait
10 Shocking Addiction of Bollywood Actresses,ATnO5JjPD2o,https://www.youtube.com/watch?v=ATnO5JjPD2o,Smoky Evening,Yes,No,Yes,Yes,No,Clickbait
Virat Kohli Daughter's 10 Most Expensive Birthday Gifts From Indian Cricketers and Bollywood Actors,Q5qdIYIss38,https://www.youtube.com/watch?v=Q5qdIYIss38,Celebrity News,Yes,No,No,Yes,No,Clickbait
Shocking Salary Of KGF Chapter 2 Movie Actors | Yash | Sanjay Dutt | Raveena Tandon |Srinidhi Shetty,5HxJr7ZRKvY,https://www.youtube.com/watch?v=5HxJr7ZRKvY,Celebrity News,Yes,No,Yes,Yes,Yes,Clickbait
Bollywood Stars Career Destroyed By Karan Johar,7cSUaMVq2nM,https://www.youtube.com/watch?v=7cSUaMVq2nM,Smoky Evening,Yes,No,No,Yes,No,Clickbait
why Divorce is Very Common in Kajol's Life,KrMII3Y0UJc,https://www.youtube.com/watch?v=KrMII3Y0UJc,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
Secret Divorce Reason of Imran Khan and Avantika,WErNBLqdLrY,https://www.youtube.com/watch?v=WErNBLqdLrY,Smoky Evening,No,Yes,No,Yes,Yes,Clickbait
Akshay Kumar Finally ACCEPTS Sushant Singh Rajput BOYCOTTED By Bollywood Industry!! #DirectDilSe,lJR6g_Gzqko,https://www.youtube.com/watch?v=lJR6g_Gzqko,Bol Bollywood,Yes,Yes,No,Yes,No,Clickbait
Kareena Kapoor Looks Happy And Laughing After Uncle Rajiv Kapoor Demise Few Days Ago,P-hpSwXsDGo,https://www.youtube.com/watch?v=P-hpSwXsDGo,Bol Bollywood,Yes,Yes,Yes,Yes,No,Clickbait
Rishi Kapoor ANGRY On Media In FRONT Of Son Ranbir Kapoor & Alia Bhatt @Diwali Party 2019,3cb99fQHzs8,https://www.youtube.com/watch?v=3cb99fQHzs8,CDS Bollywood Tweets,Yes,Yes,Yes,Yes,No,Clickbait
Go Goa Gone 2-Trailer 51 Interesting facts | Saif Ali Khan | Kunal Khemu |Vir Das |Anand Tiwari,5eVNXEHGv2o,https://www.youtube.com/watch?v=5eVNXEHGv2o,Bollygrad Studioz,Yes,Yes,No,Yes,Yes,Clickbait
Singham 3 Trailer | Ajay Devgn | Sunny Deol | Rakul Preet Singh | Rohit Shetty,WVa3j0rUCLY,https://www.youtube.com/watch?v=WVa3j0rUCLY,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Singham 3 | Official Trailer | The Revisit | Ajay Devgn | Sunny Deol | Rakul P Singh | Rohit Shetty,2t5fnRyoYBA,https://www.youtube.com/watch?v=2t5fnRyoYBA,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
Video Viral जब Akshay Kumar ने Jacqueline Fernandez की निकलवा थी चीखे!,U1aTH7czmH4,https://www.youtube.com/watch?v=U1aTH7czmH4,Sharlyn TV,Yes,Yes,Yes,Yes,Yes,Clickbait
Raavan Official Trailer ! Prabhas ! Hrithik Roshan ! Pooja Hegde ! 2020 Movie,YgBxpQjteBo,https://www.youtube.com/watch?v=YgBxpQjteBo,Sharlyn TV,Yes,Yes,No,Yes,No,Clickbait
जानी दुश्मन फ़िल्म के सभी कलाकारों के ये हैं रियल लाइफ़ पार्ट्नर । arman Kohli wife,RwQxExwUfio,https://www.youtube.com/watch?v=RwQxExwUfio,Sharlyn TV,Yes,Yes,Yes,Yes,Yes,Clickbait
इन अभिनेत्रियों ने पैसों के लिए की एक बुड्ढे से शादी । actress married an old businessman,6vasoT32Hu8,https://www.youtube.com/watch?v=6vasoT32Hu8,Sharlyn TV,Yes,No,Yes,Yes,No,Clickbait
Salman Khan To Support Grey Stubble look In Tiger 3? To Play These 2 Characters?,dXttBJ5rm8c,https://www.youtube.com/watch?v=dXttBJ5rm8c,Crazy 4 Bollywood,No,Yes,No,Yes,Yes,Clickbait
Why Shahrukh Khan Regrets Seeing His Son Abram Khan's Latest Picture?,P86d9PaoSts,https://www.youtube.com/watch?v=P86d9PaoSts,Crazy 4 Bollywood,No,Yes,Yes,Yes,Yes,Clickbait
Whether Aishwarya Rai Tried to Commit Suicide After Tortured By Jaya Bachchan !,Dsr8Zsa3l4A,https://www.youtube.com/watch?v=Dsr8Zsa3l4A,Bollywood Aajkal,Yes,Yes,Yes,Yes,Yes,Clickbait
Aishwarya Rai Bachchan Suicide Attempt Truth Revealed | SHOCKING Reasons,G5rkVISDiaw,https://www.youtube.com/watch?v=G5rkVISDiaw,Bollywood Ka Thullu,Yes,Yes,No,Yes,Yes,Clickbait
Aishwarya Rai's SUICIDE ATTEMPT - TRUTH Revealed,LQkXdfaO1ew,https://www.youtube.com/watch?v=LQkXdfaO1ew,Bollywood Nagari,Yes,Yes,No,Yes,Yes,Clickbait
Farida jalal Accident News | Sad News for Farida Jalal | Top khabhar | website seo | adsence earning,LzdjTEFuc8o,https://www.youtube.com/watch?v=LzdjTEFuc8o,Child2Star,Yes,Yes,No,Yes,No,Clickbait
Dhoom 4 Trailer | Akshay Kumar | Shah Rukh Khan | Disha Patani | Uday Chopra,2UD6aYIB62w,https://www.youtube.com/watch?v=2UD6aYIB62w,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Dhoom 4 Trailer | Salman Kha  | Akshay Kumar | Shah Rukh Khan | Disha Patani | Uday Chopra,HMh9SNMHciA,https://www.youtube.com/watch?v=HMh9SNMHciA,Begam Jaan,Yes,Yes,Yes,Yes,No,Clickbait
DHOOM 4 Official Trailer | Shahrukh Khan |Akshay Kumar |Ajay Devgn |Katrina Kaif |Concept Trailer,vw5Q0GY-avA,https://www.youtube.com/watch?v=vw5Q0GY-avA,Bollygrad Studioz,Yes,Yes,Yes,Yes,No,Clickbait
DHOOM 4 FULL MOVIE facts | Shahrukh Khan | Salman Khan |Katrina Kaif |Abhishek Bachchan |Uday Chopra,yXIiVp2LxAg,https://www.youtube.com/watch?v=yXIiVp2LxAg,Bollygrad Studioz,Yes,Yes,Yes,Yes,No,Clickbait
"Dhoom 4 Reloaded Trailer | SRK, Salman Khan | YRF",zVoV2RIszNg,https://www.youtube.com/watch?v=zVoV2RIszNg,The Home Theatre,Yes,Yes,Yes,Yes,No,Clickbait
Dhoom 4 Official Trailer | Revisit | Shahrukh Khan  | Abhishek Bachhan | Uday Chopra | Salman Khan,LmdXEvY7FdI,https://www.youtube.com/watch?v=LmdXEvY7FdI,Bollygrad Studioz,Yes,Yes,Yes,Yes,No,Clickbait
Dhoom 4 Big Announcement Coming Soon ! Shahrukh Khan या Akshay Kumar किसे मिलेगी ये फिल्म ?,fgqjTO3-_Mg,https://www.youtube.com/watch?v=fgqjTO3-_Mg,Bollywood Tashan,Yes,Yes,Yes,Yes,Yes,Clickbait
Singham 3 Official Trailer | Ajay Devgn | Sunny Deol | Rakul Preet Singh | Rohit Shetty,cX3VILC_4Qg,https://www.youtube.com/watch?v=cX3VILC_4Qg,Bollygrad Studioz,Yes,Yes,No,Yes,No,Clickbait
"बुरी तरह फंसी सोनाक्षी सिन्हा, जाना पड़ा जेल | Sonakshi Sinha Arrested & Jailed",p3YO_IkgXBo,https://www.youtube.com/watch?v=p3YO_IkgXBo,PR Bollywood,Yes,No,Yes,Yes,Yes,Clickbait
