video_id,LABEL,title,description,likes,comments,views
1UEqW-wGOpA,FAKE,Priyanka Chopra's Secrets For Baby Planning,"Priyanka Chopra Has Revealed Shocking Details About Baby Planning. Virat Kohli and Anushka Sharma became parents recently and this news has sent waves of happiness on the internet. As soon as this news broke out, Priyanka Chopra, who is busy with the promotions of her upcoming movies, got asked about her plans. She got asked in interviews about her and Nick’s plans about having babies and when they are going to be parents. Well, to these questions, Priyanka has given a shocking reply that has raised many eyebrows in the industry. Priyanka Chopra and pop star, Nick Jonas got hitched to each other on 1st of December, in 2018. In spite of facing huge backlash for their huge age gap, the couple is going strong with each passing day. But now their fans are eagerly waiting to see the couple taking their marriage into the next level. Fans of these two popular stars are waiting for them to start a family. Recently the global icon gave an interview to The Sunday Times where she was asked that how many kids does she want with Nick. And Priyanka Chopra’s answer is not something what you expect from a global icon. Well, the actress has said that she wants to have as many kids with Nick, as she can have. Priyanka has said that she wants to make a cricket team of her babies. Well, surely the actress said this to evoke laughter among the audience and she was not serious. Later she even was asked if she and Nick face any complication because of their huge age gap or cultural differences. Well, Priyanka has revealed that none of these two, were a problem for them at all and it was more like adventure for them. Both of them just focused on understanding each other and finding each other’s likes and dislikes like a normal couple. The actress revealed that quarantine gave them the opportunity to spend more time together.
#priyankachopra
#nickjonas
#baby
---------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
--------------------------------------
Reporters : Ria Saha 
Video Editors : Subrata || Puja || Jhilik || Madhurpirya || Debdatta
----------------------------------------
Disclaimer :- We suggest that this video to be used only for information seeking and not to make any decision based on that. We always try to give you the correct news and information but we do not claim any guarantee. The information of this video is taken from various websites. If you find any information wrong, please contact us and we will take needful steps in no time. For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
--------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
--------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.",231,15,11825
6PnJbHRAhTk,FAKE,Anushka Sharma Has Special Reationship with Sakshi Dhoni,"Anushka Sharma Was the Classmate of This Cricketer's Wife. Anushka Sharma and Virat Kohli have become parents of a baby girl on 11th of January. The couple got married in the year 2017 in a lavish private wedding at Italy. But did you know that Anushka Sharma was the classmate of another cricketer’s wife? Let us find out in this video that which cricketer’s wife was the classmate of Anushka Sharma. Anushka Sharma, in her childhood lived in a small town of Assam and was in her primary school back then. Once, talking to the wife of India’s former skipper, Anushka came to know that at that point of time, she was in that same town too. Well, we are talking about Mahendra Singh Dhoni’s wife Sakshi Dhoni here. Sakshi and Anushka was living at the same small town of Assam at the same point of time. And while talking with each other they both discovered that both of them were reading in the same school too back then. Later Anushka Sharma, in one of her interviews, revealed that she even found a picture of them together too. In that picture little girls can be found dressed in different attires and two of them are Anushka Sharma and Sakshi Dhoni. The one dressed as a fairy in the picture, is Sakshi Dhoni while the one dressed in a pink lehenga is Anushka Sharma. Anushka Sharma later revealed that she was dressed as her favourite actress, Madhuri Dixit. During that interview, Anushka Sharma even revealed that Sakshi is a very funny companion. Sakshi is happily married to the former skipper of Indian cricket team, Mahendra Singh Dhoni, and they are proud parents of Ziva.

---------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
--------------------------------------
Reporters : Ria Saha 
Video Editors : Subrata || Puja || Jhilik || Madhurpirya || Debdatta
----------------------------------------
Disclaimer :- We suggest that this video to be used only for information seeking and not to make any decision based on that. We always try to give you the correct news and information but we do not claim any guarantee. The information of this video is taken from various websites. If you find any information wrong, please contact us and we will take needful steps in no time. For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
--------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
--------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.",389,13,18436
t1_x1OKXZyQ,FAKE,Priyanka Chopra Reaction on Anushka Sharma's Baby Girl with Virat Kohli,"Priyanka Chopra's Special Adorable Message For Virat & Anushka. The Indian skipper Virat Kohli and his wife, Bollywood actress Anushka Sharma has become proud parents on 11th January. Anushka has given birth to their first child, a baby girl at Mumbai’s Breach Candy hospital in afternoon. Virat Kohli took his social media accounts to share this great wonderful news with the world. The comment section of Virat Kohli’s post was filled with best wishes and blessings from celebs and their fans. But our Desi Girl, Priyanka Chopra chose a different way to wish this couple on their parenthood. Let us find out how did Global Icon Priyanka Chopra congratulated Virat Kohli and Anushka Sharma, in this video. Bollywood’s power couple, Anushka Sharma and Virat Kohli, welcomed their first child, a baby girl, on Monday afternoon. Priyanka Chopra Jonas, who is currently in the United Kingdom, shared a sweet and adorable note on social media, for the couple. Priyanka Chopra shared the post of Virat, where he announced about the arrival of their daughter. The global icon wrote a beautiful note along with sharing the adorable post of Virat Kohli, for the proud parents. Priyanka wrote that she is so much happy for Virat Kohli and Anushka Sharma and congratulated them. She has also sent a big hug and much love specially to their little princess along with a heart emoji. This was a very sweet gesture by Priyanka Chopra for the little angel and for her parents. Other celebs like Madhuri Dixit, Genelia Dsouza, Sachin Tendulkar, Farhan Akhtar dropped congratulatory messages for the couple.
#anushkasharma
#viratkohli
#babygirl
#priyankachopra

---------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
--------------------------------------
Reporters : Ria Saha 
Video Editors : Subrata || Puja || Jhilik || Madhurpirya || Debdatta
----------------------------------------
Disclaimer :- We suggest that this video to be used only for information seeking and not to make any decision based on that. We always try to give you the correct news and information but we do not claim any guarantee. The information of this video is taken from various websites. If you find any information wrong, please contact us and we will take needful steps in no time. For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
--------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
--------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.",766,27,31749
x_Q3LGP5fxc,FAKE,Secret Married Life of Sunny Deol,"Sunny Deol is a very popular name in the industry of Bollywood with a huge fan following too. The actor started his Bollywood career in the year 1982 with the movie Betab, along with Amrita Singh. The actor gained huge popularity with debut movie and received praise from the audience. Just within 2 years of entering Bollywood, Sunny Deol decided to get married. The actor got married in the year 1984, with and NRI girl, Pooja in a lavish yet private ceremony. It is over 35 years that Sunny Deol is married to wife Pooja, but he is rarely seen with her. Even there are very less number of pictures of Pooja on the internet too. Sunny Deol has always kept his wife, Pooja, away from the glamour world of Bollywood. But why has the actor always kept her wife and the marriage of him hidden?Well, we have the details here in this video about the reason behind Sunny Deol, keeping his marriage a secret. Well, recently, in one of his interviews, the actor has himself revealed the reason why did he keep the news of his marriage a secret?After his marriage with wife Pooja, for many years, Sunny Deol kept his marriage a secret. The actor has revealed that it was his family who suggested him to keep his marriage a secret in B-town. His family members told the Gadar actor that if he manages to keep his marriage a secret, then he would get good offers. And to get great roles in his career, Sunny Deol kept his marriage secret for many years even after his marriage. Even his wife Pooja is camera shy and prefers to stay out of limelight as much possible. 

#bollywoodnews
#bollywoodactor
#sunnydeol
---------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
--------------------------------------
Reporters : Ria Saha || 
Video Editors : Subrata Gayen  ||  Puja Mitra  ||  Jhilik Das || Swagata Biswas
----------------------------------------
Disclaimer :- We suggest that this video to be used only for information seeking and not to make any decision based on that. We always try to give you the correct news and information but we do not claim any guarantee. The information of this video is taken from various websites. If you find any information wrong, please contact us and we will take needful steps in no time. For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
--------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
--------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.",171,17,9075
7YIPrXYe0xs,FAKE,"Sushant Singh Rajput को भूल चुकी है Ankita Lokhande, Transparent साड़ी में हॉट डांस वीडियो हुआ वायरल","#AnkitaLokhande #SushantSinghRajput #AnkitaLokhandeHot

Sushant Singh Rajput को भूल चुकी है Ankita Lokhande, Transparent साड़ी में हॉट डांस वीडियो हुआ वायरल

It’s ‘that’ time of the year and almost everyone is in their best romantic mood. While the season of romance on many people just can’t help but express their happiness by doing something special for their loved ones. And our Bollywood celebrities are not far behind in this case, recently, Ankita Lokhande shared some beautiful dance videos for her fans which made everyone go gaga over her beauty. Yes, the popular TV actress took to her Instagram handle and shared quite a few clips of her shaking a leg on Hindi songs. Ankita, can be seen dancing on songs like ‘Manva Laage’, Dhak-Dhak Karne Laga’ and more.

☞ Subscribe to our NEW Channel Bollywood Drama - https://bit.ly/3bL9FE0

☞ Subscribe to our Channel https://www.youtube.com/c/prbollywood?sub_confirmation=1

☞ Like us on Facebook https://www.facebook.com/prbollywood/

☞ Follow us on Instagram :- https://www.instagram.com/prbollywood/

☞ Follow us on Twitter https://twitter.com/pr_bollywood",322,22,20606
5wlFEOQSUfQ,FAKE,"ब्रेकअप के बाद बिलकुल बदल गई है Aamir Khan की बेटी Ira Khan, बिकिनी में करवाया Hot Photoshoot","#AamirKhan #IraKhan #BollywoodUpdates

ब्रेकअप के बाद बिलकुल बदल गई है Aamir Khan की बेटी Ira Khan, बिकिनी में करवाया Hot Photoshoot

Ira Khan, daughter of Bollywood superstar Aamir Khan, recently opened up about her mental health. The star kid revealed that she has decided to take some time off for self-care and shared two pictures from her recent Lonavala getaway. Ira earlier this year, made her directorial debut with the play Euripides' Medea and wanted a break before returning to work.Ira in the picture, can be seen donning a yellow and Black Bikini, it also shows her sun, moon and star tattoo on her forearm. She captioned the post as ""I have a lot to do. In terms of social media commitments and non-time-bound-but-the-sooner-the-better commitments. But sometimes you need a break. For yourself. And first you need to fulfill your commitments to yourself. And now I'm back to work. Thanks for waiting,""

☞ Subscribe to our NEW Channel Bollywood Drama - https://bit.ly/3bL9FE0

☞ Subscribe to our Channel https://www.youtube.com/c/prbollywood?sub_confirmation=1

☞ Like us on Facebook https://www.facebook.com/prbollywood/

☞ Follow us on Instagram :- https://www.instagram.com/prbollywood/

☞ Follow us on Twitter https://twitter.com/pr_bollywood",155,5,28732
hfmk-tPeK7E,FAKE,"क्या से क्या होती चली गई Deepika Padukone, ऐसे बनी सबसे महंगी हीरोइन","#DeepikaPadukone #DeepikaPadukoneHot #BollywoodUpdates

क्या से क्या होती चली गई Deepika Padukone, ऐसे बनी सबसे महंगी हीरोइन 

Deepika Padukone is often epitomised as a classic Indian beauty. Her long slender frame, courtesy her athletic genes, and that smooth dusky glow have inspired fans ever since she made her big on-screen debut opposite Shah Rukh Khan in Om Shanti Om (2007). It wasn’t long before it was established that she’s here to stay, and reign.

After her big-ticket debut, Padukone steadily earned her stripes with a diverse repertoire of roles, including a female cab driver in Bachna Ae Haseeno (2008), a visually challenged skater in Lafangey Parindey (2010) and a restoration architect in Love Aaj Kal (2009). 

☞ Subscribe to our NEW Channel Bollywood Drama - https://bit.ly/3bL9FE0

☞ Subscribe to our Channel https://www.youtube.com/c/prbollywood?sub_confirmation=1

☞ Like us on Facebook https://www.facebook.com/prbollywood/

☞ Follow us on Instagram :- https://www.instagram.com/prbollywood/

☞ Follow us on Twitter https://twitter.com/pr_bollywood",1658,42,228929
97I_wJxDepI,FAKE,Priyanka Chopra UPSET With Shah Rukh Khan For Attending Deepika Ranveer's Wedding,"#ShahRukhKhan was one of the stars who got an invite from #PriyankaChopra for her wedding with #NickJonas in #UmaidBhawanPalace. Watch the story. 

Reporter: Abhishek Halder.
Editor:  Sunil Dhanve.

Subscribe now and watch for more of Bollywood Entertainment Videos at http://bit.ly/SubscribeToBollywoodNow

Regular Facebook Updates https://www.facebook.com/bollywoodnow.  

Twitter Updates https://twitter.com/bollywoodnow  

Follow us on Pinterest: https://pinterest.com/bollywoodnow  

Follow us on Google+ : https://plus.google.com/+bollywoodnow",1550,171,270150
aeCz46bFRik,FAKE,Shahrukh Khan Ends Cold WAR With Ex Priyanka Chopra As He ATTENDS Her WEDDING Reception,"Shahrukh Khan Ends Cold WAR With Ex Priyanka Chopra As He ATTENDS Her WEDDING Reception In Mumbai

Buy Chamaat Eyewear at: https://amzn.to/2uabVAm

Subscribe us at - https://www.youtube.com/CDSBollywoodTweets",0,0,275832
OrV6rc_VjhI,FAKE,10 Bollywood Couples Who Are in Long Distance Marriage,"Bollywood Couples Who Are in Long Distance Marriage

1. Radhika Apte  :- Radhika Apte who is the crush of many men is a happily married woman, surprised?. Radhika married her long time boyfriend Benedict who is a London based musician. But Radhika has to stay in Mumbai and Benedict has to stay in London for their career. So the two are in long distance marriage but they are still happy

2. Sonam Kapoor Ahuja :- Sonam started the wedding season in Bollywood when she got married last year. Sonam tied the knot with Anand Ahuja last year in a Sikh wedding. But Sonam’s work is in Mumbai and Anand’s work is in London. So the two are living in two countries but they make sure to meet twice every month

3. Ayushmann Khurrana :- Ayushmann and Tahira are childhood best friends turned life partners. The two now live together in Mumbai but things were not same few years ago. Ayushmann came to Mumbai for his career but Tahira had to stay in Chandigarh. So at the beginning the two were in a long distance marriage for a few years

4. Alka Agnik:- Singer Alka Agnik doesn’t talk much about her personal life but her marriage made headlines. She fell in love with Neeraj Kapoor, a businessman from Siliguri. So, Alka was in Mumbai and her husband is in Siliguri. Their families were not sure about the long distance marriage but the couple proved them wrong

5. Neha Marda :- Neha, popular as Gehna from ‘Balika Vadhu’ got married to Ayushman in 2002. Ayshman is a Patna based businessman and he stays in Patna. But Neha can’t move to Patna for her work commitment in Mumbai. Hence the couple is in a long distance marriage but they are very happy

-----------------------------------------------------------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
---------------------------------------------------------------------------
Reporters : Srabanti Roy and Bristilekha Roy
Editor : Subrata Gayen  ||  Puja Mitra  ||  Jhilik Das
----------------------------------------------------------------------------------
For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
----------------------------------------------------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
----------------------------------------------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.
----------------------------------------------------------------------------------",1450,69,434689
AWOVvOUrz9Y,FAKE,"20 Shocking AGE Difference of Bollywood Couples | Indian Couple AGE GAP|Priyanka Chopra,Deepika","#Laharientertainmentchannel#Bollywoodcouples#Bollywoodcouplesagegap
Telugu Heroine KajalAgarwal Family Photos  https://youtu.be/u63Alg0L1Po
TOP SOUTH INDIAN ACTRESS REAL AGE LIST https://youtu.be/A33Es6iffPU
Virat Kohli Lifestyle, Family, House, Cars, Girlfriend, Biography 2019 https://youtu.be/LYNreMgJ00g
25 Top Most Beautiful Indian TV Actress ||https://youtu.be/VIeAwDW1L9s
#టాలీవుడ్ రియల్ తండ్రిరి కొడుకులుని ఎప్పుడైనా చూసారా.? ||  https://youtu.be/cFCjRk0Yi8g
South Indian Actress - Guess The tollywood Actress |   https://youtu.be/SyPiFPTmw2E
Top 20 Most Famous Father Daughter Jodi of Bollywood https://youtu.be/iKEYy-XkEdY
Top 30 Beautiful South Indian Actress without Makeup 2019 https://youtu.be/YP7GLe_v-fw
South Indian Actors Wife - 30 Most Beautiful Wives Of South Indian Super Stars |https://youtu.be/M81wCLT06MI
Top Beautiful Mother - Daughter Jodie's of Bollywood https://youtu.be/QWSil45_GDQ
Actress SAMANTHA AKKINENI and NAGA CHAITHANYA beautiful moments https://youtu.be/CHtjqEdjrjk
5 VERY LESS EDUCATED BOLLYWOOD ACTRESS || https://youtu.be/phD5g-owDzU
టాలీవుడ్ ని శాశిస్తున్న మన హీరోల తల్లులను ఎపుడైనా చూసారా.? చూస్తే ఫిదా.. https://youtu.be/Mu5PB4NKuJM
TOP 10 BOLLYWOOD ACTRESSES Who Become Fit From Fat Look |https://youtu.be/fWl2TzNFECk
TOP 10 UNSEEN HANDSOME SON BOLLYWOOD ACTORS |https://youtu.be/2YJI0seTG1A
Tollywood Actress Salary Per Movie https://youtu.be/Sx1XmBPi1CA
SIDE BUSINESS OF BOLLYWOOD ACTORS| https://youtu.be/-tTXAXj48QM
-------------------------------------------------------------------------------
https://www.healthybreakfastrecipes.org/
--------------------------------------------------------------------------------
Honor play -https://amzn.to/2XVw3bd
Mens watches - https://amzn.to/2Y7elwC
Canon camera - https://amzn.to/2XQXSS2
Led mirror -https://amzn.to/2O8qJN2
Samsung galaxy - https://amzn.to/2SupnuB
Apple iphone -https://amzn.to/32CruS1
Video door bell -https://amzn.to/32FusoJ
Phone cases -https://amzn.to/2JScYwT  
 Phone cover - https://amzn.to/2Ya04zu
Oxford dictionary -https://amzn.to/30UcUnh
Sky bags -https://amzn.to/2O3HNDR",47251,1566,8811491
Z5knQTc76vU,FAKE,10 Bollywood Couples Who Were Engaged But Never Married to each other,"Bollywood Couples Who Were in Engaged But Never Married to each other :- 

1. Salman Khan and Aishwarya Rai :- They were in serious relationship for a long time and about to get married.. But, the seriousness was one-sided only. Later, Aishwarya also  told that Salman used to get physical with her

2. Abhisekh Bachchan and Karishma Kapoor :- They were deeply in love with each other from their college days. Their family also approved their love affairs. But after getting official engagement, Bachchan family called it off due to lots of issue with the Kapoors

3. Ranbir Kapoor and Katrina Kaif :- They were not only in live-in relationship but also spending vacations at romantic places.. Even, Katrina was invited many times in Kapoor family. But suddenly Ranbir brokeup with her for another actress

4. Shilpa Shetty- Akshay Kumar :- They always shared sizzling hot chemistry on-screen. Also, they made a great couple off-screen and everyone loved this couple. Once, Shilpa caught Akshay cheating on her back and she broke up with him. Their sweet love story ended in nasty breakup

5. Salman Khan and Katrina Kaif :- Salman was always quite open about his relationship with Katrina. Both of them going great and Katrina also took entry at his house. But, things changed when they decided to breakup and Katrina got engaged with Ranbir after that 

6. Sanjay Dutt and Madhuri Dixit :- They came closer at the set of ‘Saajan’. Everyone got quite shocked when the beauty queen got engaged with arrogant and alcoholic Sanjay. But, the TADA case changed everything between them. Madhuri decided to breakup when Sanjay who was accused of criminal cases

7. Salman Khan and Sangita Bijlani :- She was the first serious relationship of Salman Khan. It is rumored that their wedding was also on card. But, things changed when Sangeeta found that Salman was dating with other actresses behind her back. Finally they brokeup

8. Shahid Kapoor and Kareena Kapoor :- They accepted their relationship in front of the media and the entire bollywood was waiting for them to get married. But because of Shahid’s poor career graph at that time, Kareena decided to leave him and become the wife of Nawab 

9. Bipasa Basu and John Abraham :- We got completely shocked when this 10 year long relationship ended overnight. Both of them brought their breakup story in front of the media and that was the end of their relationship

10. Ranbir and Deepika :- They were not only engaged in love but also moved to live-in relationship to know each other better. They were about to get married but suddenly they brokeup and Deepika moved on with Ranveer

-----------------------------------------------------------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
---------------------------------------------------------------------------
Reporters : Srabanti Roy and Bristilekha Roy
Editor : Subrata Gayen  ||  Puja Mitra  ||  Jhilik Das
----------------------------------------------------------------------------------
For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
----------------------------------------------------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
----------------------------------------------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.
----------------------------------------------------------------------------------",722,26,91666
1spCac12CfY,FAKE,Bollywood Couples Who Were in Live-in Relationship,"Bollywood Couples Who Were In Live-in Relationship :-

1. Ranbir Kapoor and Katrina Kaif :- Ranbir Kapoor started dating Katrina after Ranbir’s break up with Deepika and Katrina’s break up with Salman Khan. Ranbir and Katrina were painting the twon red every day. They were in live in relationship for a long time before breaking up. 

2. Virat Kohli and Anushka Sharma : - Well, Virat Kohli and Anushka Sharma are giving us major relationship goals. There were many ups and downs in their relationship. . But they are finally married. These two stars were in live in relationship for a short time right before their wedding. 

3. Sushant Singh Rajput and Ankita Lokhande :- Sushnat Singh Rajput and Ankita Lokhande was the most popular couple of Indian Television. . Sushant broke up with Ankita after making her Bollywood debut. But the two were in live-in relationship for a long time and wanted to get married. 

4. Kareena Kapoor Khan and Saif Ali Khan :- Kareena and Saif’s relations was alway an open book. So, when Kareena and Saif went for a live in relationship, the couple didn’t hide it. The couple lived together for some months and later tied the knot. 

5. Sushmita Sen and Rohman Shawl : - Well, Sushmita Sen is taking social media by storm with her and Rohman’s adorable and lovely moments. Rohman has recently moved in with Sushmita as they want to spend more time together. The couple will soon get married. 

6. Kunal Khemu and Soha Ali Khan: Just like Saif, Soha Ali Khan also went for a live in relationship with Kunal Khemu before tying the knot. Soha said that their live in relationship made their relationship and understanding stronger. 

7. Aamir Khan and Kiran Rao:  - Amir and Kiran were dating for a long time but were not sure about marriage. The couple decided to get married after moving in together. The couple said that they got to know each other better because of their live in time. 

8. John Abraham and Bipasha Basu: -Once the hottest couple of Bollywood, is now separated and happy in their respective married life. But the two had made us all crazy with their romance. The couple was in a live-in relationship for 9 years. 

9. Kalki Koechlin and Anurag Kashyap:  - Kalki and Anurag had got married and divorced and are now happy in their separate lives. Before getting married, the two lived together for quite some time.  
-----------------------------------------------------------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
---------------------------------------------------------------------------
Reporters : Srabanti Roy and Bristilekha Roy
Editor : Subrata Gayen  ||  Puja Mitra  ||  Jhilik Das
----------------------------------------------------------------------------------
For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
----------------------------------------------------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
----------------------------------------------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.
----------------------------------------------------------------------------------",858,25,135950
6hw3kkNdbLo,FAKE,10 Most Expensive Divorces in Bollywood,"These are the 10 Most Expensive Divorces in Bollywood

1. Hrithik Roshan and Sussanne Khan  :- Hrithik and Sussane had a socking divorce in Bollywood. For Hrithik’s extra marital affairs with many Bollywood actresses, Sussane decided to break up with him. This is the one of the most expensive divorces in Bollywood. Their breaking up was one of the top 10 news updates in Bollywood.

2. MalaikaArora and Arbaaz Khan :- Malaika Arora and Arbaaz Khan got divorced for Malaika’s secret relationship with his boyfriend Arjun Kapoor. For this reason this celebrity couple was heading towards divorce. Arbaaz Khan had to pay a huge amount to wife Malaika and their children for maintaining a expensive lifestyle.

3. Saif Ali Khan and Amrita Singh :- Bollywood actor Saif Ali separated from his first wife Amrita Singh after having an extra marital affair with his second wife Kareena Kapoor. This divorce settlements are very costly expensive for Saif as he had bare the cost of Sara Ali Khan and Ibrahim’s education.

4. Karishma Kapoor and Sanjay Kapoor :- Karishma had a huge expensive wedding in Bollywood. But their marriage didn’t work as Karishma married to Sanjay for her cars and property. This celebrity couple broke up and Sanjay had to pay highest alimony for this. Sanjay Kapoor has many other side businesses.  

5. Aamir Khan and Reena Dutta :- Aamir Khan divorced his first wife Reena Dutta for his second wife Kiran Rao, Aamir paid a huge amount as alimony. Amazon founder Jeff Bezos' divorce is  the most expensive divorce in Hollywood. 

6. Farhan Akhtar and Adhuna Bhabani :- Farhan divorced his first wife for his lover Shibani Dandekar. 

7. Aditya Chopra and Payal Khanna :- Aditya got separated from his first wife to marry Rani Mukherji. That divorce is one of the most expensive divorces in Bollywood.

8. Sanjay Dutt and Rhea Pillai :- Sanjay got married not only two times but three times. Yes! You won’t believe that this bollywood star got married 3 times. Manyata is his third wife. 

9. Leander Paes and Rhea Pillai :- The divorce between Leander and Rhea cost a huge amount. 

10. Prabhu Deva and Ramlath :- Prabhu Deva had to pay around 25 crores and property as his divorce alimony to his first wife.
-----------------------------------------------------------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
---------------------------------------------------------------------------
Reporters : Srabanti Roy and Bristilekha Roy
Editor : Subrata Gayen and Puja Mitra
----------------------------------------------------------------------------------
For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
----------------------------------------------------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
----------------------------------------------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.
----------------------------------------------------------------------------------",7156,482,1542151
